stt,question,ground_truth_answer,type,ragkg_answer,retrieved_articles,num_retrieved
II.1,Thẩm quyền giao đất cho tổ chức kinh tế có vốn đầu tư nước ngoài theo LĐĐ 2024 thuộc về cơ quan nào?,"Thuộc thẩm quyền của **Ủy ban nhân dân cấp tỉnh**. **(K1c, Đ123, LĐĐ 2024\)**",Tình huống,"1. **Phân tích câu hỏi:** Câu hỏi yêu cầu xác định cơ quan có thẩm quyền giao đất cho tổ chức kinh tế có vốn đầu tư nước ngoài theo Luật Đất đai 2024.

2. **Rà soát ngữ cảnh:** Tìm kiếm thông tin về thẩm quyền giao đất cho tổ chức kinh tế có vốn đầu tư nước ngoài trong Luật Đất đai 2024. Điều 123.0 khoản 1 điểm c quy định về thẩm quyền giao đất, cho thuê đất đối với tổ chức kinh tế có vốn đầu tư nước ngoài.

3. **Tổng hợp câu trả lời:**
Ủy ban nhân dân cấp tỉnh có thẩm quyền giao đất, cho thuê đất đối với tổ chức kinh tế có vốn đầu tư nước ngoài theo quy định: ""Ủy ban nhân dân cấp tỉnh quyết định giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất trong các trường hợp sau đây: ... c) Giao đất, cho thuê đất đối với người gốc Việt Nam định cư ở nước ngoài, tổ chức kinh tế có vốn đầu tư nước ngoài;"" [Căn cứ: Điều 123.0 khoản 1 điểm c Luật Đất đai 2024].
",Điều 59.0 Luật Đất đai 2013; Điều 123.0 Luật Đất đai 2024; Điều 42.0 Luật Đất đai 2024; Điều 66.0 Luật Đất đai 2013; Điều 258.0 Luật Đất đai 2024,5
II.2,"Cá nhân muốn chuyển 0.6 hecta đất nông nghiệp sang đất thương mại, dịch vụ. Theo LĐĐ 2024, cơ quan nào quyết định?","**UBND cấp huyện** quyết định, nhưng phải có văn bản chấp thuận của **UBND cấp tỉnh** vì diện tích \> 0,5 ha. **(K2a, Đ123, LĐĐ 2024\)**",Tình huống,"1. **Phân tích câu hỏi:** Người dùng hỏi về việc chuyển đổi mục đích sử dụng đất từ đất nông nghiệp sang đất thương mại, dịch vụ và cơ quan nào có thẩm quyền quyết định việc này theo Luật Đất đai 2024.

2. **Rà soát ngữ cảnh:**
    *   Điều 57 Luật Đất đai 2013 quy định về các trường hợp chuyển mục đích sử dụng đất phải được phép của cơ quan nhà nước có thẩm quyền, trong đó có chuyển đất nông nghiệp sang đất phi nông nghiệp.
    *   Không có điều khoản nào trong ngữ cảnh quy định cụ thể cơ quan nào có thẩm quyền quyết định việc chuyển đổi mục đích sử dụng đất.

3. **Tổng hợp câu trả lời:** Dựa trên các điều luật được cung cấp, tôi không tìm thấy thông tin chính xác để trả lời cho câu hỏi này.
",Điều 177.0 Luật Đất đai 2024; Điều 47.0 Luật Đất đai 2024; Điều 57.0 Luật Đất đai 2013; Điều 190.0 Luật Đất đai 2013; Điều 178.0 Luật Đất đai 2024,5
II.3,"Theo LĐĐ 2013, nếu đất trong kế hoạch hàng năm sau 3 năm chưa có quyết định thu hồi thì xử lý ra sao?","Cơ quan có thẩm quyền phải **điều chỉnh, hủy bỏ** và công bố công khai việc này. **(K3, Đ49, LĐĐ 2013\)**",Tình huống,"Dựa trên các điều luật được cung cấp, tôi không tìm thấy thông tin chính xác để trả lời cho câu hỏi này.
",Điều 62.0 Luật Đất đai 2024; Điều 222.0 Luật Đất đai 2024; Điều 51.0 Luật Đất đai 2013; Điều 80.0 Luật Đất đai 2024; Điều 89.0 Luật Đất đai 2024,5
II.4,"Theo LĐĐ 2024, thời hạn tối đa để HĐND cấp tỉnh phải thông qua danh mục dự án thu hồi đất là khi nào?","Phải thông qua **trước khi** phê duyệt kế hoạch sử dụng đất hằng năm cấp huyện. **(K5, Đ72, LĐĐ 2024\)**",Thủ tục,"Dựa trên các điều luật được cung cấp, tôi không tìm thấy thông tin chính xác để trả lời cho câu hỏi này.
",Điều 126.0 Luật Đất đai 2013; Điều 175.0 Luật Đất đai 2024; Điều 202.0 Luật Đất đai 2013; Điều 258.0 Luật Đất đai 2024; Điều 62.0 Luật Đất đai 2024,5
II.5,Kỳ quy hoạch sử dụng đất cấp huyện theo LĐĐ 2024 là bao nhiêu năm?,"Là **10 năm**. **(K3, Đ62, LĐĐ 2024\)**",Hỏi-Đáp,"Thời kỳ quy hoạch sử dụng đất cấp huyện là 10 năm [Căn cứ: Khoản 3 Điều 62.0 Luật Đất đai 2024]. Tầm nhìn quy hoạch sử dụng đất cấp huyện là 20 năm [Căn cứ: Khoản 3 Điều 62.0 Luật Đất đai 2024].
",Điều 66.0 Luật Đất đai 2024; Điều 62.0 Luật Đất đai 2024; Điều 37.0 Luật Đất đai 2013; Điều 67.0 Luật Đất đai 2024; Điều 40.0 Luật Đất đai 2013,5
II.6,"Theo LĐĐ 2024, cơ quan nào có thẩm quyền phê duyệt kế hoạch sử dụng đất cấp tỉnh?","**Chính phủ**. **(K2, Đ72, LĐĐ 2024\)**",Hỏi-Đáp,"1. **Phân tích câu hỏi:**
    *   Câu hỏi yêu cầu xác định cơ quan có thẩm quyền phê duyệt kế hoạch sử dụng đất cấp tỉnh theo Luật Đất đai 2024.

2. **Rà soát ngữ cảnh:**
    *   Tìm kiếm trong ""NGỮ CẢNH LUẬT"" các điều khoản liên quan đến thẩm quyền phê duyệt kế hoạch sử dụng đất cấp tỉnh. Điều 72.0 Luật Đất đai 2024 có đề cập đến vấn đề này.

3. **Tổng hợp câu trả lời:**
    *   Theo quy định tại Điều 72.0 Luật Đất đai 2024, Thủ tướng Chính phủ có thẩm quyền phê duyệt quy hoạch sử dụng đất cấp tỉnh, kế hoạch sử dụng đất cấp tỉnh đối với thành phố trực thuộc Trung ương không phải lập quy hoạch sử dụng đất cấp tỉnh.

**Câu trả lời:**

Thủ tướng Chính phủ có thẩm quyền phê duyệt kế hoạch sử dụng đất cấp tỉnh ""...Thủ tướng Chính phủ phê duyệt quy hoạch sử dụng đất cấp tỉnh, kế hoạch sử dụng đất cấp tỉnh đối với thành phố trực thuộc Trung ương không phải lập quy hoạch sử dụng đất cấp tỉnh"" [Căn cứ: Điều 72.0 Luật Đất đai 2024].
",Điều 72.0 Luật Đất đai 2024; Điều 45.0 Luật Đất đai 2013; Điều 48.0 Luật Đất đai 2013; Điều 258.0 Luật Đất đai 2024; Điều 181.0 Luật Đất đai 2024,5
II.7,Một dự án không có trong kế hoạch sử dụng đất hàng năm cấp huyện có được thực hiện không?,"**Có**, nếu thuộc các trường hợp đặc biệt như có quyết định đầu tư của Quốc hội, Thủ tướng Chính phủ... **(K4, Đ67, LĐĐ 2024\)**",Tình huống,"1. **Phân tích câu hỏi:** Câu hỏi đặt ra là liệu một dự án không nằm trong kế hoạch sử dụng đất hàng năm cấp huyện có được phép triển khai hay không.

2. **Rà soát ngữ cảnh:** Tìm kiếm trong các điều luật được cung cấp những thông tin liên quan đến việc thực hiện dự án khi chưa có trong kế hoạch sử dụng đất hàng năm cấp huyện.

3. **Tổng hợp câu trả lời:**
   Có một số trường hợp dự án chưa có trong kế hoạch sử dụng đất hằng năm cấp huyện vẫn được thực hiện. Cụ thể:
   *   Dự án đã có quyết định đầu tư theo quy định của pháp luật về đầu tư công thuộc thẩm quyền quyết định chủ trương đầu tư của Quốc hội, Thủ tướng Chính phủ, người đứng đầu Bộ, cơ quan trung ương, Hội đồng nhân dân cấp tỉnh.
   *   Dự án đã có quyết định phê duyệt dự án đầu tư theo quy định của pháp luật về đầu tư theo phương thức đối tác công tư thuộc thẩm quyền quyết định chủ trương đầu tư của Quốc hội, Thủ tướng Chính phủ, người đứng đầu Bộ, cơ quan trung ương, Hội đồng nhân dân cấp tỉnh.
   *   Dự án đã có quyết định chấp thuận chủ trương đầu tư, quyết định chấp thuận chủ trương đầu tư đồng thời chấp thuận nhà đầu tư, quyết định chấp thuận nhà đầu tư theo quy định của pháp luật về đầu tư thuộc thẩm quyền quyết định chủ trương đầu tư của Quốc hội, Thủ tướng Chính phủ.
   *   Dự án có sử dụng đất phục vụ cho việc thu hồi đất quy định tại khoản 3 Điều 82 của Luật này.

   ""[...] Dự án chưa có trong kế hoạch sử dụng đất hằng năm cấp huyện thuộc một trong các trường hợp sau đây thì được thực hiện mà không phải bổ sung vào kế hoạch sử dụng đất hằng năm cấp huyện:

   a) Đã có quyết định đầu tư theo quy định của pháp luật về đầu tư công thuộc thẩm quyền quyết định chủ trương đầu tư của Quốc hội, Thủ tướng Chính phủ, người đứng đầu Bộ, cơ quan trung ương, Hội đồng nhân dân cấp tỉnh;

   b) Đã có quyết định phê duyệt dự án đầu tư theo quy định của pháp luật về đầu tư theo phương thức đối tác công tư thuộc thẩm quyền quyết định chủ trương đầu tư của Quốc hội, Thủ tướng Chính phủ, người đứng đầu Bộ, cơ quan trung ương, Hội đồng nhân dân cấp tỉnh;

   c) Đã có quyết định chấp thuận chủ trương đầu tư, quyết định chấp thuận chủ trương đầu tư đồng thời chấp thuận nhà đầu tư, quyết định chấp thuận nhà đầu tư theo quy định của pháp luật về đầu tư thuộc thẩm quyền quyết định chủ trương đầu tư của Quốc hội, Thủ tướng Chính phủ .

   d) Dự án có sử dụng đất phục vụ cho việc thu hồi đất quy định tại khoản 3 Điều 82 của Luật này ."" [Căn cứ: Điều 67.0 Luật Đất đai 2024]
",Điều 67.0 Luật Đất đai 2024; Điều 49.0 Luật Đất đai 2013; Điều 76.0 Luật Đất đai 2024; Điều 165.0 Luật Đất đai 2013; Điều 66.0 Luật Đất đai 2024,5
II.8,"Thẩm quyền cấp GCN lần đầu cho cá nhân, hộ gia đình theo LĐĐ 2024 thuộc về cơ quan nào?","Thuộc thẩm quyền của **UBND cấp huyện**. **(K1b, Đ136, LĐĐ 2024\)**",Hỏi-Đáp,"Lỗi: 400 API key expired. Please renew the API key. [reason: ""API_KEY_INVALID""
domain: ""googleapis.com""
metadata {
  key: ""service""
  value: ""generativelanguage.googleapis.com""
}
, locale: ""en-US""
message: ""API key expired. Please renew the API key.""
]",,0
II.9,Thẩm quyền cấp GCN cho tổ chức tôn giáo theo LĐĐ 2013 thuộc về ai?,"Thuộc thẩm quyền của **UBND cấp tỉnh**. **(K1, Đ105, LĐĐ 2013\)**",Hỏi-Đáp,"1. **Phân tích câu hỏi:** Câu hỏi yêu cầu xác định cơ quan có thẩm quyền cấp Giấy chứng nhận quyền sử dụng đất (GCN) cho tổ chức tôn giáo theo Luật Đất đai 2013.

2. **Rà soát ngữ cảnh:** Tìm kiếm các điều khoản trong ngữ cảnh luật liên quan đến thẩm quyền cấp GCN cho tổ chức tôn giáo. Điều 59 Luật Đất đai 2013 đề cập đến thẩm quyền giao đất cho cơ sở tôn giáo. Điều 102 Luật Đất đai 2013 đề cập đến việc cấp GCN cho cơ sở tôn giáo đang sử dụng đất.

3. **Tổng hợp câu trả lời:**

   *   Theo Điều 59 Luật Đất đai 2013, Ủy ban nhân dân cấp tỉnh có thẩm quyền giao đất đối với cơ sở tôn giáo: ""...b) Giao đất đối với cơ sở tôn giáo;"" [Căn cứ: Điều 59.1 Luật Đất đai 2013].

   *   Tuy nhiên, Điều 59 không trực tiếp quy định về thẩm quyền cấp GCN. Điều 102.0 Luật Đất đai 2013 quy định về việc cấp GCN cho cơ sở tôn giáo đang sử dụng đất, nhưng không nêu rõ cơ quan nào có thẩm quyền cấp GCN trong trường hợp này. Vì vậy, để xác định chính xác cơ quan có thẩm quyền cấp GCN cho tổ chức tôn giáo, cần tham khảo thêm các quy định chi tiết hoặc hướng dẫn thi hành Luật Đất đai 2013.
",Điều 145.0 Luật Đất đai 2024; Điều 59.0 Luật Đất đai 2013; Điều 102.0 Luật Đất đai 2013; Điều 34.0 Luật Đất đai 2024; Điều 123.0 Luật Đất đai 2024,5
II.10,Việc lấy ý kiến về quy hoạch sử dụng đất cấp huyện theo LĐĐ 2024 có bắt buộc không?,"**Có**, cơ quan lập quy hoạch có trách nhiệm lấy ý kiến các cơ quan, tổ chức, cá nhân liên quan. **(K3, Đ70, LĐĐ 2024\)**",Thủ tục,"1. **Phân tích câu hỏi:** Câu hỏi đặt ra là liệu việc lấy ý kiến về quy hoạch sử dụng đất cấp huyện theo Luật Đất đai 2024 có phải là một yêu cầu bắt buộc hay không.

2. **Rà soát ngữ cảnh:**
    *   Điều 70.3 Luật Đất đai 2024 quy định về việc lấy ý kiến về quy hoạch sử dụng đất cấp huyện.

3. **Tổng hợp câu trả lời:**
    *   Theo Điều 70.3 của Luật Đất đai 2024, việc lấy ý kiến về quy hoạch sử dụng đất cấp huyện là bắt buộc. Cụ thể: ""Cơ quan lập quy hoạch sử dụng đất cấp huyện lấy ý kiến các phòng, ban, ngành có liên quan, Ủy ban Mặt trận Tổ quốc Việt Nam cấp huyện, Ủy ban nhân dân cấp xã, cơ quan, tổ chức, cộng đồng dân cư, cá nhân có liên quan về quy hoạch, kế hoạch sử dụng đất..."" [Căn cứ: Điều 70.3(a) Luật Đất đai 2024].
",Điều 70.0 Luật Đất đai 2024; Điều 43.0 Luật Đất đai 2013; Điều 66.0 Luật Đất đai 2024; Điều 74.0 Luật Đất đai 2024; Điều 253.0 Luật Đất đai 2024,5
II.11,Thời gian lấy ý kiến cho quy hoạch sử dụng đất cấp tỉnh theo LĐĐ 2024 là bao lâu?,"Là **45 ngày** kể từ ngày công khai thông tin. **(K2c, Đ70, LĐĐ 2024\)**",Thủ tục,"1. **Phân tích câu hỏi:**
    *   Câu hỏi yêu cầu xác định thời gian lấy ý kiến về quy hoạch sử dụng đất cấp tỉnh theo Luật Đất đai 2024.

2. **Rà soát ngữ cảnh:**
    *   Điều 70.0 Luật Đất đai 2024 có đề cập đến việc lấy ý kiến về quy hoạch sử dụng đất cấp tỉnh, bao gồm thời gian lấy ý kiến.

3. **Tổng hợp câu trả lời:**
    *   Thời gian lấy ý kiến về quy hoạch sử dụng đất cấp tỉnh là 45 ngày kể từ ngày công khai thông tin về nội dung lấy ý kiến. ""...Thời gian lấy ý kiến về quy hoạch sử dụng đất cấp tỉnh là 45 ngày kể từ ngày công khai thông tin về nội dung lấy ý kiến."" [Căn cứ: Điều 70.2.c Luật Đất đai 2024]
",Điều 70.0 Luật Đất đai 2024; Điều 43.0 Luật Đất đai 2013; Điều 62.0 Luật Đất đai 2024; Điều 48.0 Luật Đất đai 2013; Điều 74.0 Luật Đất đai 2024,5
II.12,"Theo LĐĐ 2013, cơ quan nào quyết định kế hoạch sử dụng đất cấp quốc gia?","**Quốc hội**. **(K1, Đ45, LĐĐ 2013\)**",Hỏi-Đáp,"Dựa trên các điều luật được cung cấp, tôi không tìm thấy thông tin chính xác để trả lời cho câu hỏi này.
",Điều 75.0 Luật Đất đai 2024; Điều 62.0 Luật Đất đai 2024; Điều 74.0 Luật Đất đai 2024; Điều 48.0 Luật Đất đai 2013; Điều 139.0 Luật Đất đai 2013,5
II.13,LĐĐ 2024 quy định cơ quan nào chịu trách nhiệm lập kế hoạch sử dụng đất quốc gia?,"**Chính phủ** tổ chức lập. **(K1, Đ69, LĐĐ 2024\)**",Hỏi-Đáp,"1. **Phân tích câu hỏi:** Câu hỏi yêu cầu xác định cơ quan nào chịu trách nhiệm lập kế hoạch sử dụng đất quốc gia theo Luật Đất đai 2024.

2. **Rà soát ngữ cảnh:** Tìm kiếm trong các điều khoản của Luật Đất đai 2024 các thông tin liên quan đến trách nhiệm lập kế hoạch sử dụng đất quốc gia. Điều 69.0 đề cập đến trách nhiệm tổ chức lập quy hoạch, kế hoạch sử dụng đất quốc gia.

3. **Tổng hợp câu trả lời:**

Chính phủ là cơ quan tổ chức lập kế hoạch sử dụng đất quốc gia. Bộ Tài nguyên và Môi trường có trách nhiệm chủ trì giúp Chính phủ lập kế hoạch sử dụng đất quốc gia.
Căn cứ:
""...Chính phủ tổ chức lập quy hoạch, kế hoạch sử dụng đất quốc gia. Bộ Tài nguyên và Môi trường có trách nhiệm chủ trì giúp Chính phủ lập quy hoạch, kế hoạch sử dụng đất quốc gia."" [Căn cứ: Điều 69.0 Luật Đất đai 2024]
",Điều 69.0 Luật Đất đai 2024; Điều 170.0 Luật Đất đai 2024; Điều 42.0 Luật Đất đai 2013; Điều 130.0 Luật Đất đai 2024; Điều 38.0 Luật Đất đai 2013,5
II.14,So sánh thời kỳ kế hoạch sử dụng đất cấp huyện giữa 2 luật?,"LĐĐ 2013 không quy định riêng. LĐĐ 2024 quy định kế hoạch sử dụng đất cấp huyện được lập **hằng năm**. **(K4, Đ62, LĐĐ 2024\)**",So sánh,"1. **Phân tích câu hỏi:** Câu hỏi yêu cầu so sánh thời kỳ kế hoạch sử dụng đất cấp huyện giữa Luật Đất đai 2024 và Luật Đất đai 2013.
2. **Rà soát ngữ cảnh:**
    *   **Luật Đất đai 2024:** ""Thời kỳ kế hoạch sử dụng đất quốc gia, kế hoạch sử dụng đất cấp tỉnh là 05 năm; kế hoạch sử dụng đất hằng năm cấp huyện được lập hằng năm."" [Căn cứ: Điều 62.0 Luật Đất đai 2024]
    *   **Luật Đất đai 2013:** ""Kỳ kế hoạch sử dụng đất cấp quốc gia, cấp tỉnh và kỳ kế hoạch sử dụng đất quốc phòng, đất an ninh là 05 năm. Kế hoạch sử dụng đất cấp huyện được lập hàng năm."" [Căn cứ: Điều 37.0 Luật Đất đai 2013]
3. **Tổng hợp câu trả lời:**
    *   Theo Luật Đất đai 2024, kế hoạch sử dụng đất hằng năm cấp huyện được lập hằng năm, tương tự như quy định trong Luật Đất đai 2013.
    *   Luật Đất đai 2024 quy định: ""Thời kỳ kế hoạch sử dụng đất quốc gia, kế hoạch sử dụng đất cấp tỉnh là 05 năm; kế hoạch sử dụng đất hằng năm cấp huyện được lập hằng năm."" [Căn cứ: Điều 62.0 Luật Đất đai 2024]
    *   Luật Đất đai 2013 quy định: ""Kỳ kế hoạch sử dụng đất cấp quốc gia, cấp tỉnh và kỳ kế hoạch sử dụng đất quốc phòng, đất an ninh là 05 năm. Kế hoạch sử dụng đất cấp huyện được lập hàng năm."" [Căn cứ: Điều 37.0 Luật Đất đai 2013]
",Điều 62.0 Luật Đất đai 2024; Điều 37.0 Luật Đất đai 2013; Điều 66.0 Luật Đất đai 2024; Điều 48.0 Luật Đất đai 2013; Điều 127.0 Luật Đất đai 2013,5
II.15,Cơ quan nào có thẩm quyền cho phép hộ gia đình chuyển mục đích sử dụng đất vườn sang đất ở theo LĐĐ 2024?,"**UBND cấp huyện**. **(K2a, Đ123, LĐĐ 2024\)**",Tình huống,"1. **Phân tích câu hỏi:** Câu hỏi yêu cầu xác định cơ quan có thẩm quyền cho phép hộ gia đình chuyển mục đích sử dụng đất vườn sang đất ở theo Luật Đất đai 2024. Chủ thể được đề cập là ""hộ gia đình"", và hành vi là ""chuyển mục đích sử dụng đất vườn sang đất ở"".

2. **Rà soát ngữ cảnh:** Tìm kiếm thông tin về thẩm quyền cho phép chuyển mục đích sử dụng đất đối với hộ gia đình trong các điều luật được cung cấp. Điều 123 Luật Đất đai 2024 quy định về thẩm quyền giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất.

3. **Tổng hợp câu trả lời:**

Ủy ban nhân dân cấp huyện có thẩm quyền cho phép hộ gia đình chuyển mục đích sử dụng đất. Căn cứ theo quy định: ""Ủy ban nhân dân cấp huyện quyết định giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất trong các trường hợp sau đây: a) Giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất đối với cá nhân."" [Căn cứ: Điều 123.2 Luật Đất đai 2024]. Vì hộ gia đình được xem là một chủ thể sử dụng đất tương đương với cá nhân nên thẩm quyền này thuộc về UBND cấp huyện.
",Điều 227.0 Luật Đất đai 2024; Điều 122.0 Luật Đất đai 2024; Điều 116.0 Luật Đất đai 2024; Điều 59.0 Luật Đất đai 2013; Điều 123.0 Luật Đất đai 2024,5
II.16,Một dự án lấn biển có thuộc đối tượng phải lập quy hoạch sử dụng đất không?,"**Có**. Quy hoạch sử dụng đất của các địa phương có biển phải bao gồm cả khu vực lấn biển. **(K5, Đ69, LĐĐ 2024\)**",Tình huống,"1. **Phân tích câu hỏi:** Câu hỏi đặt ra là liệu một dự án lấn biển có cần phải lập quy hoạch sử dụng đất hay không.

2. **Rà soát ngữ cảnh:**
    *   Điều 190.2.c Luật Đất đai 2024 quy định hoạt động lấn biển phải: ""Phù hợp với quy hoạch tỉnh hoặc quy hoạch sử dụng đất cấp huyện hoặc quy hoạch xây dựng hoặc quy hoạch đô thị"".
    *   Điều 189.2.a Luật Đất đai 2024 quy định việc sử dụng đất có mặt nước ven biển phải: ""Phù hợp với quy hoạch, kế hoạch sử dụng đất đã được cơ quan có thẩm quyền phê duyệt"".
    *   Điều 35.1 Luật Đất đai 2013 quy định nguyên tắc lập quy hoạch sử dụng đất phải: ""Phù hợp với chiến lược, quy hoạch tổng thể, kế hoạch phát triển kinh tế - xã hội, quốc phòng, an ninh.""
    *   Điều 35.2 Luật Đất đai 2013 quy định nguyên tắc lập quy hoạch sử dụng đất phải: ""Được lập từ tổng thể đến chi tiết; quy hoạch sử dụng đất của cấp dưới phải phù hợp với quy hoạch sử dụng đất của cấp trên; kế hoạch sử dụng đất phải phù hợp với quy hoạch sử dụng đất đã được cơ quan nhà nước có thẩm quyền phê duyệt.""

3. **Tổng hợp câu trả lời:**
    *   Hoạt động lấn biển phải phù hợp với quy hoạch sử dụng đất. ""[...] phải tuân thủ các nguyên tắc sau đây: [...] c) Phù hợp với quy hoạch tỉnh hoặc quy hoạch sử dụng đất cấp huyện hoặc quy hoạch xây dựng hoặc quy hoạch đô thị"" [Căn cứ: Điều 190.2.c Luật Đất đai 2024].
    *   Việc sử dụng đất có mặt nước ven biển cũng phải phù hợp với quy hoạch, kế hoạch sử dụng đất. ""[...] theo quy định sau đây: a) Phù hợp với quy hoạch, kế hoạch sử dụng đất đã được cơ quan có thẩm quyền phê duyệt"" [Căn cứ: Điều 189.2.a Luật Đất đai 2024].
    *   Việc lập quy hoạch sử dụng đất phải tuân thủ các nguyên tắc được quy định tại Điều 35 Luật Đất đai 2013.
",Điều 190.0 Luật Đất đai 2024; Điều 149.0 Luật Đất đai 2013; Điều 35.0 Luật Đất đai 2013; Điều 202.0 Luật Đất đai 2024; Điều 189.0 Luật Đất đai 2024,5
II.17,"Theo LĐĐ 2013, thẩm quyền giao đất cho người Việt Nam định cư ở nước ngoài thuộc về ai?","**UBND cấp tỉnh**. **(K1a, Đ59, LĐĐ 2013\)**",Hỏi-Đáp,"1. **Phân tích câu hỏi:** Câu hỏi yêu cầu xác định cơ quan có thẩm quyền giao đất cho người Việt Nam định cư ở nước ngoài theo Luật Đất đai 2013.
2. **Rà soát ngữ cảnh:** Tìm kiếm thông tin về thẩm quyền giao đất cho người Việt Nam định cư ở nước ngoài trong các điều luật được cung cấp. Điều 59 Luật Đất đai 2013 có quy định về thẩm quyền giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất.
3. **Tổng hợp câu trả lời:**
    *   Ủy ban nhân dân cấp tỉnh quyết định giao đất đối với người Việt Nam định cư ở nước ngoài theo quy định tại khoản 3 Điều 55 của Luật này. [Căn cứ: Điều 59.1.c Luật Đất đai 2013]
    *   Trích dẫn: ""Ủy ban nhân dân cấp tỉnh quyết định giao đất, cho thuê đất, cho phép chuyển mục đích sử dụng đất trong các trường hợp sau đây: [...] c) Giao đất đối với người Việt Nam định cư ở nước ngoài, doanh nghiệp có vốn đầu tư nước ngoài theo quy định tại khoản 3 Điều 55 của Luật này"" [Căn cứ: Điều 59.1.c Luật Đất đai 2013].
",Điều 182.0 Luật Đất đai 2013; Điều 186.0 Luật Đất đai 2013; Điều 59.0 Luật Đất đai 2013; Điều 66.0 Luật Đất đai 2013; Điều 187.0 Luật Đất đai 2013,5
II.18,"Theo LĐĐ 2024, một dự án phát triển nhà ở có cần phù hợp với quy hoạch sử dụng đất không?","**Có**, việc giao đất, cho thuê đất để thực hiện dự án phải phù hợp với quy hoạch sử dụng đất cấp huyện đã được phê duyệt. **(Đ116, LĐĐ 2024\)**",Tình huống,"1. **Phân tích câu hỏi:** Câu hỏi yêu cầu xác định xem Luật Đất đai 2024 có quy định về việc dự án phát triển nhà ở có cần phù hợp với quy hoạch sử dụng đất hay không.

2. **Rà soát ngữ cảnh:** Tìm kiếm trong các điều khoản của Luật Đất đai 2024 các quy định liên quan đến việc thực hiện dự án phát triển kinh tế - xã hội, đặc biệt là các dự án liên quan đến nhà ở, và mối liên hệ của chúng với quy hoạch sử dụng đất. Điều 127.0 có đề cập đến dự án phát triển kinh tế - xã hội thông qua thỏa thuận về nhận quyền sử dụng đất, trong đó có các quy định liên quan đến dự án đầu tư xây dựng nhà ở thương mại.

3. **Tổng hợp câu trả lời:**

Có, dự án phát triển nhà ở cần phù hợp với quy hoạch sử dụng đất cấp huyện đã được phê duyệt và công bố. Cụ thể, theo Điều 127 của Luật Đất đai 2024:

""[...] Điều kiện sử dụng đất để thực hiện dự án phát triển kinh tế - xã hội thông qua thỏa thuận về nhận quyền sử dụng đất quy định tại khoản 1 Điều này bao gồm:
a) Phù hợp với quy hoạch sử dụng đất cấp huyện đã được phê duyệt và công bố; [...]"" [Căn cứ: Điều 127.0 Luật Đất đai 2024]
",Điều 243.0 Luật Đất đai 2024; Điều 161.0 Luật Đất đai 2013; Điều 202.0 Luật Đất đai 2024; Điều 127.0 Luật Đất đai 2024; Điều 35.0 Luật Đất đai 2013,5
II.19,Thời gian công khai quy hoạch sử dụng đất theo LĐĐ 2024 là bao lâu?,"Phải được công khai trong **suốt kỳ quy hoạch**. **(K4b, Đ75, LĐĐ 2024\)**",Thủ tục,"1. **Phân tích câu hỏi:** Người dùng muốn biết thời gian công khai quy hoạch sử dụng đất theo Luật Đất đai 2024.
2. **Rà soát ngữ cảnh:**
    *   Điều 48 Luật Đất đai 2013 quy định về công bố công khai quy hoạch, kế hoạch sử dụng đất.
    *   Điều 62 Luật Đất đai 2024 quy định về thời kỳ quy hoạch, kế hoạch sử dụng đất.
    *   Không có điều khoản nào trong ngữ cảnh đề cập trực tiếp đến thời gian công khai quy hoạch sử dụng đất theo Luật Đất đai 2024. Điều 48 Luật Đất đai 2013 có quy định về thời điểm và thời hạn công bố công khai quy hoạch, kế hoạch sử dụng đất.
3. **Tổng hợp câu trả lời:** Dựa trên các điều luật được cung cấp, tôi không tìm thấy thông tin chính xác để trả lời cho câu hỏi này.
",Điều 48.0 Luật Đất đai 2013; Điều 126.0 Luật Đất đai 2013; Điều 258.0 Luật Đất đai 2024; Điều 127.0 Luật Đất đai 2013; Điều 62.0 Luật Đất đai 2024,5
